title,sku_id,Variant_id,Variant,category,sub_category
Parry's White Label Sugar,5bc87ae20d298a283c297fe0,5bc87ae20d298a283c297fe1,1 Kg,Provisions,"Salt, Sugar & Jaggery"
Spencer Sandwich Bread,5c98c586082678760248ef01,5c98c586082678760248ef03,450 Gms,Breakfast & Dairy,Bread & Buns
Amul Masti Buttermilk,5c2638fbbbc7ac725f291dc8,5c2638fbbbc7ac725f291dc9,200 Ml,Breakfast & Dairy,Dairy
Bisleri Rocking Mineral Water Bottle,5d3b019147ddec28ec52a5dc,5d3b019147ddec28ec52a5dd,5 Ltrs,Beverages,Bottled Water & Soda
Gemini Refined Sunflower Oil Pouch,5d76270e4bf1844dbc4ecaac,5d76270e4bf1844dbc4ecaad,1 Ltr,Provisions,Oils & Ghee
Maida,5c135ae66994164bc9f7fde7,5c135ae66994164bc9f7fde9,500 Gms,Provisions,Atta & Flour
Lays Magic Masala Potato Chips,5bc87ae20d298a283c297a4c,5bed7b8f50b84c6c6dc9051e,90 Gms,Best Sellers,Others
Elaichi Banana,5c35dbf1b1e6c12dfdc86727,5dce7d21783484278f14d827,12 Pcs,Fresh Fruits,"Banana, Guava, Sapota"
Cigarette Lighter,5d9b48fb3256f4212f41615d,5d9b48fb3256f4212f41615e,1 Pc,Paan,Others
Haldirams Soya Sticks,5c754ee45c7bd4570691a857,5c754ee45c7bd4570691a858,150 Gms,Snacks & Frozen Food,Snacks
Nestle A+ Nourish Dahi,5c021de929a128442cdc3a5f,5c02805c358f6e20726ad70c,400 Gms,Breakfast & Dairy,Dairy
Sweet Corn,5bd323493cd51519e93540ec,5d6e093f4fce012c1d0fe66b,2 Pcs,Fresh Vegetables,"Peas, Corn, Mushrooms"
Sunfeast Dark Fantasy Choco Fills Biscuits,5cd2caf5721d094d9ee9cea6,5cd2caf5721d094d9ee9cea7,75 Gms,Snacks & Frozen Food,Biscuit & Cookies
Yakult Probiotic Health Drink,5bda40257792aa60c412ec4f,5bda40257792aa60c412ec51,Pack of 5,Breakfast & Dairy,Health Drinks
Coriander Leaves,5c0e70078d92d07fdfc247d9,5d6e093f4fce012c1d0fe969,1 Pc,Fresh Herbs and Seasoning,Indian Herbs
Cadbury 5 Star Bar,5be2940148e1c43d79561c29,5c470b1a140f6c3ab13c9c8a,40 Gms,Chocolates & Ice-Cream,Bar Chocolates
Nandini Goodlife Toned Milk,5e26df2c6d925b5346948474,5e26df2c6d925b5346948475,1 Ltr,Breakfast & Dairy,Milk
HMT Kollam Rice,5c135ae66994164bc9f7fdc3,5c135ae66994164bc9f7fdc4,1 Kg,Provisions,Rice & Grains
Dabur Hommade Tomato Puree,5bf7fb015f45681d3831e21b,5bf7fb015f45681d3831e21c,200 Gms,Provisions,Cooking Pastes
Minute Maid Pulpy Orange Juice,5bd2cefa73cdab713587672e,5c5a779281387e38486c3ebe,250 Ml,Beverages,Fruit Juice & Drinks
Amul Taaza Fresh Toned Milk,5e26df2d6d925b5346948b30,5e26df2d6d925b5346948b31,1 Ltr,Breakfast & Dairy,Milk
Green Apple,5caf1255de0f3b0443a7e422,5caf1255de0f3b0443a7e424,500 Gms,Fresh Fruits,"Apples, Pears, Plums"
Lays American Style Cream and Onion Chips,5bfe623d726eb61f4312a5e8,5c9a1da8275f537fd49274e2,120 Gms,Snacks & Frozen Food,Chips & Crisps
Maida,5c1b77a89d3aca4aa32cc5b8,5c1b77a89d3aca4aa32cc5b9,1 Kg,Best Sellers,Others
Tropicana Delight Mixed Fruits Juice,5c021de929a128442cdc3d5a,5c20d1bc047d031b485aea55,1 Ltr,Beverages,Fruit Juice & Drinks
Sunfeast Yippee Noodles Magic Masala,5be2940148e1c43d79561c88,5be2940148e1c43d79561c89,280 Gms,Instant Foods & Ready To Eat,Noodles & Pasta
Nutrela Soya Mini Chunks,5bf85869269a0f1dd3c37da1,5bf85869269a0f1dd3c37da2,200 Gms,Breakfast & Dairy,"Cereals, Oats & Muesli"
Monster Energy Drink Can,5c9252524b987a3b6752ee6c,5c9252524b987a3b6752ee6d,350 Ml,Beverages,Energy & Sports Drinks
Amul Sugar Free Dark Chocolate,5bc87ae10d298a283c296e6b,5bc87ae10d298a283c296e6c,150 Gms,Chocolates & Ice-Cream,Bar Chocolates
English Oven 100% Whole Wheat Bread,5bf85867269a0f1dd3c36c87,5bf85867269a0f1dd3c36c88,450 Gms,Breakfast & Dairy,Bread & Buns
Fresh White Guava,5c28381bf7e98871f42dc295,5c28381bf7e98871f42dc296,500 Gms,Fresh Fruits,Exotic Fruits
Britannia Daily Fresh Dahi,5d7755d31806952f91c14694,5d7755d31806952f91c14695,400 Gms,Breakfast & Dairy,Dairy
Cloves,5c135ae66994164bc9f7fd83,5de0c23abf5f842c2d34b1bc,10 Gms,Provisions,Masala & Spices
Everest Black Pepper Powder,5bc87ae10d298a283c2974c8,5bc87ae10d298a283c2974ca,50 Gms,Provisions,Masala & Spices
Lays Spanish Tomato Tango Chips,5d27178c9e1975027f8eaace,5d27178c9e1975027f8eaacf,90 Gms,Snacks & Frozen Food,Chips & Crisps
Amul Buttermilk,5bf85868269a0f1dd3c3762e,5bf85868269a0f1dd3c3762f,200Ml,Breakfast & Dairy,Dairy
Amul Gold Milk,5c6d5ecda6ad42274c520bd7,5c6d5ecda6ad42274c520bd8,1 Ltr,Breakfast & Dairy,Milk
Drumstick,5bd323493cd51519e935409e,5d6e093f4fce012c1d0fe9cd,1 Pc,Fresh Vegetables,"Gourds, Pumpkins, Drumsticks"
ID Idly And Dosa Batter,5c9252514b987a3b6752ecb5,5c9252514b987a3b6752ecb6,1 Kg,Instant Foods & Ready To Eat,Ready to Cook
Kissan Mixed Fruit Jam Bottle,5bd2cefa73cdab713587627d,5bd2cefa73cdab713587627e,500 Gms,Condiments,Jams
Idhayam Gingelly Oil,5c021de829a128442cdc331d,5c021de829a128442cdc331f,500 Ml,Provisions,Oils & Ghee
Modern 100% Whole Wheat Bread,5d76270e4bf1844dbc4ec97c,5d76270e4bf1844dbc4ec97d,400 Gms,Breakfast & Dairy,Bread & Buns
Arbi - Colocasia,5d3fe24447ddec28ec5550c5,5d3fe24447ddec28ec5550c8,250 Gms,Fresh Vegetables,Root Vegetables
Ivy Gourd,5c752ba35c7bd457068c809d,5c752ba35c7bd457068c809e,1 Kg,Fresh Vegetables,"Gourds, Pumpkins, Drumsticks"
Apple Fuji Fresh,5c264106bbc7ac725f5138dd,5c6a79608fb99d101205eac7,500 Gms,Fresh Fruits,"Apples, Pears, Plums"
Players,5d146c4afd74cb140bb74a7e,5d146c4afd74cb140bb74a7f,Pack of 10,Paan,Others
Kabuli Chana,5c135ae66994164bc9f7fdd1,5c3eca2b9036890fdcb7c6e4,1 Kg,Provisions,Pulses
Modern Dairy Fresh Paneer,5d76270e4bf1844dbc4ec97f,5d76270e4bf1844dbc4ec980,200 Gms,Breakfast & Dairy,Dairy
Red Pumpkin,5c7901d1d661476ccea65aae,5c7901d1d661476ccea65ab0,500 Gms,Fresh Vegetables,"Gourds, Pumpkins, Drumsticks"
Long Chillies,5c752ba35c7bd457068c807f,5eb3f3802623112709635256,100 Gms,Fresh Herbs and Seasoning,Indian Herbs
Milky Mist Table Butter,5c282c2ff7e98871f4f8bf78,5c282c2ff7e98871f4f8bf79,100 Gms,Breakfast & Dairy,Dairy
French Beans,5c752ba35c7bd457068c8087,5c752ba35c7bd457068c8088,1 Kg,Fresh Vegetables,"Beans, Brinjals, Okra"
Esse Gold,5cf52c2868a10a796d915690,5cf52c2868a10a796d915691,Pack of 20,Paan,Others
Mint Leaves,5c6e8df1019ca52990de259e,5c6e8df1019ca52990de259f,Whole Bunch,Greens,Others
iD Wheat Parota Pouch,5bc87ae20d298a283c297888,5bc87ae20d298a283c297889,350 Gms,Instant Foods & Ready To Eat,Ready to Eat
Mother Dairy Dahi - Ultimate Rich and Delicious,5bf85868269a0f1dd3c3758a,5bf85868269a0f1dd3c3758b,200 Gms,Breakfast & Dairy,Dairy
Desi Cucumber,5c80d9cad8b2f755a2d43f7a,5c80d9cad8b2f755a2d43f7c,500 Gms,Fresh Vegetables,Cucumber & Capsicum
Heritage Total Curd Pouch,5cab57e3bd7685274d7ed9f7,5cab57e3bd7685274d7ed9f8,200 Gms,Breakfast & Dairy,Dairy
Daawat Devaaya Basmati Rice,5bc87ae10d298a283c2972e3,5bc87ae10d298a283c2972e4,1 Kg,Provisions,Rice & Grains
Green Pumpkin,5d0cd3f4c9e8386c3c50f2bb,5d0cd3f4c9e8386c3c50f2bc,500 Gms,Fresh Vegetables,"Gourds, Pumpkins, Drumsticks"
Id Idly Or Dosa And Vada Combination,5bc87ae20d298a283c297878,5bc87ae20d298a283c297879,1 Kg,Instant Foods & Ready To Eat,Ready to Cook
Amul Cheese Slices A+,5bc87ae10d298a283c296e2e,5bc87ae10d298a283c296e2f,5 Slices,Breakfast & Dairy,Dairy
Litchi,5c790174d661476ccea63577,5c790174d661476ccea63578,1 Kg,Fresh Fruits,Exotic Fruits
KPN Whole Urad Dal,5cae072a850c55677a212b77,5cae072a850c55677a212b78,1 Kg,Provisions,Pulses
Jaypee Wet Idli Dosa Uttappa Batter,5c0e88d68d92d07fdf03eb02,5c0e88d68d92d07fdf03eb03,1 Kg,Instant Foods & Ready To Eat,Ready to Cook
Washington Apple,5c0916970ac44c06a6f15e0d,5c0916970ac44c06a6f15e0e,500 Gms,Fresh Fruits,"Apples, Pears, Plums"
Kissan Mixed Fruit Jam Bottle,5bd2cefa73cdab713587627d,5c590e0f393bca2103754e16,100 Gms,Condiments,Jams
Milky Mist Strawberry Fruit Yogurt,5be2940148e1c43d79561cc2,5be2940148e1c43d79561cc3,100 Gms,Breakfast & Dairy,Dairy
Surakka,5d2c2b729e1975027f936d33,5d2c2b729e1975027f936d34,1 Kg,Fresh Vegetables,"Gourds, Pumpkins, Drumsticks"
Haldiram's Namkeen Lite Chiwda,5c34938f870efa7d3172be01,5cc81a8013f1917fbe4b78fc,150 Gms,Snacks & Frozen Food,Snacks
Wills Classic Ice Burst,5c6ff37486a6a23ab606bdd3,5c6ff37486a6a23ab606bdd4,Pack of 10,Paan,Others
Maggi 2 Minutes Masala Noodles,5bfe623d726eb61f4312a5f1,5bfe623d726eb61f4312a5f5,280 Gms,Instant Foods & Ready To Eat,Noodles & Pasta
Parle Rusk Elaichi Biscuits,5bf85867269a0f1dd3c371cc,5bf85867269a0f1dd3c371cd,200 Gms,Snacks & Frozen Food,Biscuit & Cookies
Nilgiris Sona Masoori Permium Rice,5c1012f866f5461aad2b2a36,5c1012f866f5461aad2b2a37,1 Kg,Provisions,Rice & Grains
Cherry Tomato,5c80d9cad8b2f755a2d43f6c,5c80d9cad8b2f755a2d43f6f,200 Gms,Fresh Vegetables,"Potatoes, Onions, Tomatoes"
Desi Cucumber,5c80d9cad8b2f755a2d43f7a,5c80d9cad8b2f755a2d43f7b,1 Kg,Fresh Vegetables,Cucumber & Capsicum
Marlboro Advance,5ec370e6cc8e66769b6514a4,5ec370e6cc8e66769b6514a6,Pack of 20,Paan,Others
Britannia Good Day Choco Chips Biscuit,5bc87ae10d298a283c296fc3,5c3f6b867d95600ff27b9342,56 Gms,Snacks & Frozen Food,Biscuit & Cookies
Gold Flakes Kings Lights,5ec370e6cc8e66769b6514cd,5ec370e6cc8e66769b6514ce,Pack of 10,Paan,Others
Nandini Toned Milk,5d023597b70a4f43ad58547d,5d023597b70a4f43ad58547e,500 Ml,Breakfast & Dairy,Milk
Everest Dry Mango Powder,5bc87ae10d298a283c2974db,5bc87ae10d298a283c2974dd,50 Gms,Provisions,Masala & Spices
Green Pear,5c790174d661476ccea63557,5c790174d661476ccea63558,1 Kg,Fresh Fruits,"Apples, Pears, Plums"
Haldirams Ratlami Sev,5bd2cefa73cdab7135875de7,5bd2cefa73cdab7135875de8,150 Gms,Snacks & Frozen Food,Snacks
Kateri Brinjal,5d40522947ddec28ec56c1f2,5d40522947ddec28ec56c1f4,500 Gms,Fresh Vegetables,"Beans, Brinjals, Okra"
Kwality Walls Feast Choco Bar Ice cream,5bf85868269a0f1dd3c375d7,5bf85868269a0f1dd3c375d8,70 Ml,Chocolates & Ice-Cream,Ice Cream & Popsicle
Britannia Milk Bread,5ea1bd6fa4dc6c2f8f7ca683,5ea1bd6fa4dc6c2f8f7ca684,350 Gms,Breakfast & Dairy,Bread & Buns
Coca Cola Pet Bottle,5c029b4e08e0144a1a409b47,5c029b4e08e0144a1a409b48,1.75 Ltr,Beverages,Soft Drinks
Haldirams Mixture,5c53193d46b876344806f02f,5c53193d46b876344806f031,150 Gms,Snacks & Frozen Food,Snacks
Britannia Treat Jim Jam Biscuit,5bc87ae10d298a283c29701b,5c5d765a1ddbbf1242f36993,62 Gms,Snacks & Frozen Food,Biscuit & Cookies
Fresh Lemon,5c28381cf7e98871f42dc322,5c28381cf7e98871f42dc323,250 Gms,Fresh Vegetables,Cut & Packed Vegetables
Pringles Desi Masala Tadka Chips,5d888eaaf3e9af377e646f54,5d888eaaf3e9af377e646f55,110 Gms,Snacks & Frozen Food,Chips & Crisps
Amul Fresh Paneer,5d1084c6c9e8386c3c5188bf,5d1084c6c9e8386c3c5188c0,200 Gms,Breakfast & Dairy,Dairy
Mint Leaves,5bd323493cd51519e9354048,5bd323493cd51519e9354049,Whole Bunch,Fresh Herbs and Seasoning,Indian Herbs
Everest Chole Masala,5bc87ae10d298a283c2974d2,5bc87ae10d298a283c2974d4,50 Gms,Provisions,Masala & Spices
Unlimited Consultations On DocsApp,5e746e21c788a61d97be5626,5e746e21c788a61d97be5627,1 Pc,Others,Others
Yakult Probiotic Health Drink- Pack of 5,5be5962cfee8706dda0ba921,5be5962cfee8706dda0ba922,325 Ml,Beverages,Milk Shakes
Cadbury Bournvita Biscuits,5bf85867269a0f1dd3c371a0,5c052a50ec065c6ab669fc22,46.5 Gms,Snacks & Frozen Food,Biscuit & Cookies
Amul Cow Milk Pouch,5c0e13548d92d07fdff29421,5c0e13548d92d07fdff29422,500 Ml,Breakfast & Dairy,Milk
Aquafina Mineral Water,5bdc71036cb2d102bff80762,5c335eb1870efa7d31724b3a,2 Ltr,Beverages,Bottled Water & Soda
Regular Cucumber,5c0e70078d92d07fdfc24847,5d3967fc47ddec28ec4fccd8,250 Gms,Fresh Vegetables,Cucumber & Capsicum
Munch Chocolate Bar,5bf85868269a0f1dd3c37347,5bf85868269a0f1dd3c37348,23 Gms,Chocolates & Ice-Cream,Bar Chocolates
Kabuli Chana,5c135ae66994164bc9f7fdd1,5c248335ddf4205966fc9043,500 Gms,Provisions,Pulses
Cadbury Bournville Rich Cocoa Dark Chocolate Bar,5bd2cef973cdab71358752b1,5bd2cef973cdab71358752b2,31 Gms,Chocolates & Ice-Cream,Bar Chocolates
KPN Sugar,5cae072a850c55677a212b39,5cae072a850c55677a212b3b,1 Kg,Provisions,"Salt, Sugar & Jaggery"
Everest Turmeric Powder,5bf7fb015f45681d3831e407,5bf7fb015f45681d3831e408,200 Gms,Provisions,Masala & Spices
Ooty Wheat Bread,5e9819921f353053ca30c577,5e9819921f353053ca30c578,300 Gms,Breakfast & Dairy,Bread & Buns
Real Guava Juice,5bd2cefb73cdab7135877088,5bd2cefb73cdab7135877089,1 Ltr,Beverages,Fruit Juice & Drinks
Sweet Corn,5bd323493cd51519e93540ec,5c80ce5b81c15e54ec7ebbfb,250 Gms,Fresh Vegetables,"Peas, Corn, Mushrooms"
Chow Chow,5d2c2b719e1975027f936cef,5d2c2b719e1975027f936cf0,1 Kg,Fresh Vegetables,Root Vegetables
Cornitos Cheese and Herbs Nacho Crisps,5d76270f4bf1844dbc4ecc71,5d76270f4bf1844dbc4ecc72,75 Gms,Snacks & Frozen Food,Chips & Crisps
The Bake Shop Brown Bread,5e16ffe98ce3d220b9f97288,5e16ffe98ce3d220b9f9728a,400 Gms,Breakfast & Dairy,Bread & Buns
Pringles Crisps Peri Peri Chips,5bf85869269a0f1dd3c37e14,5bf85869269a0f1dd3c37e15,110 Gms,Snacks & Frozen Food,Chips & Crisps
Golden Kiwi,5c80daf4d8b2f755a2d5e700,5c9a0a1a275f537fd49221ad,1 Pc,Fresh Fruits,Exotic Fruits
Knorr Instant Veg Manchow Soup,5be591cb3832916b18314f90,5be591cb3832916b18314f91,12 Gms,Instant Foods & Ready To Eat,Ready to Cook
Mother Dairy Ultimate Dahi Cup,5c0e15b58d92d07fdffe0f41,5d5283b447ddec28eccb0e54,200 Gms,Breakfast & Dairy,Dairy
Nestle Kitkat Fingers Chocolate,5be597d0fee8706dda0ba92d,5be597d0fee8706dda0ba92f,18 Gms,Chocolates & Ice-Cream,Bar Chocolates
Epigamia Mishti Doi,5c544fb26dbddc4fc5041833,5c544fb26dbddc4fc5041834,85 Gms,Breakfast & Dairy,Dairy
Peeled Garlic,5c790174d661476ccea6352e,5d6e093e4fce012c1d0fe314,1 Pack,Fresh Herbs and Seasoning,"Chilli, Lemon, Garlic and Ginger"
Heritage Toned Milk - Pasteurised,5d3193119e1975027fa2d5e9,5d3193119e1975027fa2d5ea,500 ML,Breakfast & Dairy,Milk
Eggs,5ea1bd6fa4dc6c2f8f7ca697,5ea1bd6fa4dc6c2f8f7ca699,6 Pcs,Breakfast & Dairy,Egg
Maggi Masala Magic,5d25d629e9a4bc79f0845941,5d2c6d359e1975027f93cce1,6 Gms,Instant Foods & Ready To Eat,Noodles & Pasta
Shalimar Garbage Bags,5c5196578151211a7f00f411,5c5196578151211a7f00f415,Small,Cleaning & Household,Disposable
Beans Cluster,5c0e790f8d92d07fdfd9deca,5c0e790f8d92d07fdfd9decd,250 Gms,Fresh Vegetables,"Beans, Brinjals, Okra"
Eggs,5c4f1db3c838db50a1ba1f79,5c4f1db3c838db50a1ba1f7a,6 Pcs,Breakfast & Dairy,Egg
Maggi Pazzta - Cheese Macaroni,5c8278cd3a351d6d84a80d0e,5c8278cd3a351d6d84a80d0f,70 Gms,Instant Foods & Ready To Eat,Noodles & Pasta
Tinda,5c5a82a781387e38487334c8,5c5a82a781387e38487334ca,500 Gms,Fresh Vegetables,"Gourds, Pumpkins, Drumsticks"
Papaya,5caef825de0f3b0443a7d9d7,5cd2726017846146b3fcee59,500 Gms,Fresh Fruits,"Papaya, Pineapple, Pomegranate"
Soppu Mint/ Pudina,5e78a355c3cb0033c88d1ced,5e78a355c3cb0033c88d1cee,Whole Bunch,Fresh Herbs and Seasoning,Indian Herbs
Black Pepper,5c135ae66994164bc9f7fd5f,5c135ae66994164bc9f7fd61,100 Gms,Provisions,Masala & Spices
Harvest Gold Hearty Brown Bread,5c6d5ecda6ad42274c520ccf,5c6d5ecda6ad42274c520cd0,400 Gms,Breakfast & Dairy,Bread & Buns
Marlboro Fine Touch Smoke,5c6d5bd5a6ad42274c520847,5c6d5bd5a6ad42274c520848,Pack of 10,Paan,Others
Amul Cow Ghee Pouch,5dc6f26fd674de5fa162c863,5e55e0fe8b5c5a71a018c85e,17 Ml,Provisions,Oils & Ghee
English Carrots,5c35dbf1b1e6c12dfdc86731,5c6aa3d48fb99d101223294b,500 Gms,Fresh Vegetables,Root Vegetables
Players Minty Cool,5cf52c2868a10a796d915694,5cf52c2868a10a796d915695,Pack of 10,Paan,Others
Britannia Vita Marie Gold Biscuit,5c53211446b8763448182bc2,5c53211446b8763448182bc3,150 Gms,Snacks,Biscuits & Cookies
Everest Garam Masala,5bc87ae10d298a283c2974e2,5bc87ae10d298a283c2974e4,100 Gms,Provisions,Masala & Spices
Haldirams Namkeen Bhujia Sev,5bd2cefa73cdab7135875dc9,5c3488f5870efa7d3149e62a,150 Gms,Snacks & Frozen Food,Snacks
Kurkure Masala Munch,5bdc77826cb2d102bff8316f,5c7e92c0b93fc625ec0f2a20,155 Gms,Snacks & Frozen Food,Chips & Crisps
Elaichi Banana,5c35dbf1b1e6c12dfdc86727,5dce7ceb783484278f14d7ec,6 Pcs,Fresh Fruits,"Banana, Guava, Sapota"
Lizol Citrus Surface Cleaner,5bf85b70269a0f1dd3c389aa,5bf85b70269a0f1dd3c389ab,500 Ml,Cleaning & Household,Cleaning Supplies
Avocado,5c0e70078d92d07fdfc24786,5c0e70078d92d07fdfc24788,500 Gms,Fresh Fruits,Exotic Fruits
Id Fresh Special Dosa Idli Batter,5d84c38ef3e9af377e635862,5d84c38ef3e9af377e635863,1 Kg,Instant Foods & Ready To Eat,Ready to Cook
Nandini Pasteurised Toned Milk,5c029b4e08e0144a1a409b53,5c029b4e08e0144a1a409b54,1 Ltr,Breakfast & Dairy,Milk
Amul Cheese Slices,5c6d5ecda6ad42274c520bcf,5c6d5ecda6ad42274c520bd0,200 Gms,Breakfast & Dairy,Dairy
Everest Coriander Powder,5be591cb3832916b18314f88,5be591cb3832916b18314f89,200 Gms,Provisions,Masala & Spices
Limca Pet Bottle,5be5942b37e1f76bb35baf06,5be5942b37e1f76bb35baf08,750 Ml,Beverages,Soft Drinks
Swastik Poha,5d76270e4bf1844dbc4eca2e,5d76270e4bf1844dbc4eca2f,1 Kg,Provisions,Pulses
Epigamia Strawberry Greek Yogurt,5c544fb26dbddc4fc5041829,5c544fb26dbddc4fc504182a,90 Gms,Breakfast & Dairy,Dairy
Heritage Total Curd,5be5992dfee8706dda0ba93d,5cac8ac430813364abfb4498,400 Gms,Breakfast & Dairy,Dairy
Suguna Nutri Eggs,5e26df2d6d925b53469487be,5e26df2d6d925b53469487bf,12 Eggs,Breakfast & Dairy,Egg
Amul Butter,5d1fb16dc5a37f588e6bc1f8,5d1fb16dc5a37f588e6bc1f9,100 Gms,Breakfast & Dairy,Dairy
Harvest Gold Brown Bread,5bf85867269a0f1dd3c36cb1,5bf85867269a0f1dd3c36cb2,400 Gms,Breakfast & Dairy,Bread & Buns
Parwal,5c0e70078d92d07fdfc2482f,5c0e70078d92d07fdfc24830,1 Kg,Fresh Vegetables,"Gourds, Pumpkins, Drumsticks"
Cadbury Dairy Milk Chocolate,5d76270f4bf1844dbc4ecc25,5d76270f4bf1844dbc4ecc27,52 Gms,Chocolates & Ice-Cream,Bar Chocolates
Dhara Kachi Ghani Mustard Oil,5c021de829a128442cdc312d,5c021de829a128442cdc312e,1 Ltr,Provisions,Oils & Ghee
Lays American Style Cream And Onion Potato Chips,5c6bbe8df6924f1e6f4b6f62,5c6bbe8df6924f1e6f4b6f64,95 Gms,Snacks & Frozen Food,Chips & Crisps
ID Idly Dosa Batter,5e6628a3186dc90766a0cc7c,5e6628a3186dc90766a0cc7d,1 Kg,Instant Foods & Ready To Eat,Ready to Cook
Fresh Ginger,5c28381bf7e98871f42dc275,5c28381bf7e98871f42dc276,250 Gms,Fresh Vegetables,Cut & Packed Vegetables
Peeled Garlic,5c790174d661476ccea6352e,5d370b8f47ddec28ec483264,200 Gms,Fresh Herbs and Seasoning,"Chilli, Lemon, Garlic and Ginger"
Haldiram Masala Peanuts,5bf85869269a0f1dd3c37edd,5c349272870efa7d316e490a,50 Gms,Snacks & Frozen Food,Snacks
Pudalankai,5d2c2b729e1975027f936d4d,5d2c2b729e1975027f936d4e,500 Gms,Fresh Vegetables,"Gourds, Pumpkins, Drumsticks"
Nestle A+ Slim Milk Tetra Pack,5bd2cefb73cdab71358769ed,5bd2cefb73cdab71358769ee,1 Ltr,Breakfast & Dairy,Milk
Palak Spinach,5c0e70078d92d07fdfc24829,5d6e093e4fce012c1d0fe2c1,200 Gms,Fresh Herbs and Seasoning,Indian Herbs
Scotch Brite Scrub Pad,5be2940148e1c43d79561c78,5be2940148e1c43d79561c79,1 Pc,Cleaning & Household,Cleaning Supplies
Coca Cola Pet Bottle,5c029b4e08e0144a1a409b47,5cadeb2c850c55677a1feb98,2 Ltrs,Beverages,Soft Drinks
Round Brinjal,5c80d9cad8b2f755a2d43f53,5c80d9cad8b2f755a2d43f54,1 Kg,Fresh Vegetables,"Beans, Brinjals, Okra"
Amul Pasteurised Butter,5e26df2c6d925b534694817e,5e26df2c6d925b534694817f,100 Gms,Breakfast & Dairy,Dairy
Dunhill Green,5cf52c2868a10a796d91567c,5cf52c2868a10a796d91567d,Pack of 20,Paan,Others
Maaza Mango Juice,5bf85867269a0f1dd3c3714a,5bf85867269a0f1dd3c3714c,600 Ml,Beverages,Fruit Juice & Drinks
Orange,5bd323493cd51519e9354006,5bd323493cd51519e9354007,1 Kg,Fresh Fruits,"Oranges, Mosambi"
Amul Tazza Milk,5d382b3847ddec28ec49f679,5d382b3847ddec28ec49f67a,1 Ltr,Dairy & Eggs,Milk
Chitale Pasteurised Cow Milk,5c3f1471c35a670fec48f6bd,5c3f1471c35a670fec48f6be,500 Ml,Breakfast & Dairy,Milk
Mango - Sendura,5bd323493cd51519e9354000,5bd323493cd51519e9354001,1 Kg,Fresh Fruits,Mangoes
Nilgiris Milk Bread,5c10168166f5461aad363007,5c10168166f5461aad363008,400 Gms,Breakfast & Dairy,Bread & Buns
Maggi Pichkoo Rich Tomato Ketchup,5bc87ae20d298a283c297a7c,5bc87ae20d298a283c297a7d,90 Gms,Condiments,"Sauces, Spreads & Dips"
Parrys Amrit Natural Brown Sugar,5c86b9c1341ae429d831a3c9,5c86b9c1341ae429d831a3ca,750 Gms,Provisions,"Salt, Sugar & Jaggery"
Chheda's Yellow Banana Chips,5d22438f63ec8366f934cacd,5d22438f63ec8366f934cace,170 Gms,Snacks & Frozen Food,Chips & Crisps
Mango Kairi (Raw),5ca4e300fc69b6768dda815c,5ca4e300fc69b6768dda815e,500 Gms,Fresh Fruits,Mangoes
Nilgiris Paneer,5bd2cefb73cdab7135876af0,5bd2cefb73cdab7135876af1,200 Gms,Breakfast & Dairy,Dairy
Haldirams Aloo Bhujia Namkeen,5bd2cefa73cdab7135875d96,5be936333a40350e5cba4c74,400 Gms,Snacks & Frozen Food,Snacks
Haldirams Namkeen Mixture,5bd2cefa73cdab7135875dd5,5bd2cefa73cdab7135875dd6,150 Gms,Snacks & Frozen Food,Snacks
Marlboro Advance,5c6d5bd5a6ad42274c520832,5c6d5bd5a6ad42274c520834,Pack of 10,Paan,Others
B Natural Guava Juice,5bc87ae10d298a283c296f37,5c2373ad053cdb286ad952cf,1 Ltr,Beverages,Fruit Juice & Drinks
Kinley Extra Punch Soda,5ccad57813f1917fbe4d754b,5ccad57813f1917fbe4d754c,750 Ml,Beverages,Bottled Water & Soda
Nescafe Classic Coffee Powder Pack,5bf85868269a0f1dd3c379a7,5c052a50ec065c6ab669ff3f,6 Gms,Beverages,Coffee
Cornitos Peri Peri Nachos,5c62cc348486c24bbac3a973,5ca49720e1921370b56c8dc7,60 Gms,Snacks & Frozen Food,Chips & Crisps
Potato,5c0e70078d92d07fdfc24839,5c2312e566af1577818b7f84,2 Kgs,Fresh Vegetables,"Potatoes, Onions, Tomatoes"
Small Brinjal,5c235baa053cdb286aaa8238,5c235baa053cdb286aaa8239,1 kg,Fresh Vegetables,"Beans, Brinjals, Okra"
Britannia Nice Time Biscuit,5bd2cef973cdab713587521d,5c052a4fec065c6ab669fa10,150 Gms,Snacks & Frozen Food,Biscuit & Cookies
Act II Xtreme Butter Flavour Popcorn,5bf85868269a0f1dd3c37c4e,5bf85868269a0f1dd3c37c4f,77 Gms,Snacks & Frozen Food,Popcorn
Apple Red Delicious,5c752ba35c7bd457068c80ff,5c752ba35c7bd457068c8100,1 Kg,Fresh Fruits,"Apples, Pears, Plums"
Eggs,5ea1bd6fa4dc6c2f8f7ca697,5ea1bd6fa4dc6c2f8f7ca698,30 Pcs,Breakfast & Dairy,Egg
India Gate Super Rice,5bc87ae20d298a283c297896,5bc87ae20d298a283c297897,1 Kg,Provisions,Rice & Grains
Lays Classic Salted Potato Chips,5bfe623d726eb61f4312a5e0,5bfe623d726eb61f4312a5e3,25 Gms,Snacks & Frozen Food,Chips & Crisps
